learner,frac,qini
T-learner,0.9772017489069331,285.340876263842
T-learner,0.9804809494066209,287.3426103646833
T-learner,0.9837601499063086,285.309899569584
T-learner,0.9870393504059962,284.70298602287164
T-learner,0.990318550905684,286.33544303797464
T-learner,0.9935977514053717,286.5430463576158
T-learner,0.9968769519050593,289.40081671116695
X-learner,0.0,0.0
X-learner,0.003279200499687695,4.666666666666667
X-learner,0.00655840099937539,9.13953488372093
X-learner,0.009837601499063086,10.636363636363637
X-learner,0.01311680199875078,9.0
X-learner,0.016396002498438474,9.598130841121495
X-learner,0.01967520299812617,9.450381679389313
X-learner,0.022954403497813865,9.7375
X-learner,0.02623360399750156,15.696629213483149
X-learner,0.029512804497189255,14.928571428571427
X-learner,0.03279200499687695,16.055045871559635
X-learner,0.036071205496564646,15.061728395061728
X-learner,0.03935040599625234,13.092307692307692
X-learner,0.04262960649594004,12.685512367491164
X-learner,0.04590880699562773,14.557003257328994
X-learner,0.049188007495315426,13.444444444444443
X-learner,0.05246720799500312,15.310344827586206
X-learner,0.05574640849469082,16.924528301886795
X-learner,0.05902560899437851,17.52429667519182
X-learner,0.06230480949406621,20.090909090909093
X-learner,0.0655840099937539,22.773755656108598
X-learner,0.0688632104934416,22.12633832976445
X-learner,0.07214241099312929,23.08418891170431
X-learner,0.075421611492817,27.721893491124263
X-learner,0.07870081199250469,27.727272727272734
X-learner,0.08198001249219238,27.84615384615384
X-learner,0.08525921299188008,28.384341637010678
X-learner,0.08853841349156777,27.226804123711347
X-learner,0.09181761399125546,26.842809364548486
X-learner,0.09509681449094316,29.40065146579805
X-learner,0.09837601499063085,32.62264150943396
X-learner,0.10165521549031856,37.08801213960547
